area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,,Event took place
BD WALL - Wayfinders,daily,29/06/2024,9157.8,9157.8,1135.1370619424192,1135.1370619424192,8022.6629380575805,8022.6629380575805,,
BD WALL - Wayfinders,daily,30/06/2024,19889.89,19889.89,2465.4121401382326,2465.4121401382326,17424.477859861767,17424.477859861767,,
BD WALL - Wayfinders,daily,01/07/2024,7090.7,7090.7,1755.7950884908118,1755.7950884908118,5334.904911509188,5334.904911509188,,
BD WALL - Wayfinders,weekly,01/07/2024,79163.57,11309.08,16960.58301020544,2422.940123961743,62202.98698979457,8886.139876038258,,
BD WALL - Wayfinders,monthly,01/07/2024,350813.01,11316.55,75160.74852567956,2424.540551470081,275652.2614743205,8892.009449,,
BD WALL - Wayfinders,daily,02/07/2024,12336.62,12336.62,3054.7868058975164,3054.7868058975164,9281.833194102484,9281.833194102484,,
BD WALL - Wayfinders,daily,03/07/2024,6648.1,6648.1,1646.198729010643,1646.198729010643,5001.901270989358,5001.901270989358,,
BD WALL - Wayfinders,daily,04/07/2024,6898.72,6898.72,1708.2571104225724,1708.2571104225724,5190.462889577428,5190.462889577428,,
BD WALL - Wayfinders,daily,05/07/2024,11183.51,11183.51,2769.2543655898403,2769.2543655898403,8414.255634,8414.255634,,
BD WALL - Wayfinders,daily,06/07/2024,6451.52,6451.52,799.6854548,799.6854548,5651.834545211432,5651.834545211432,,
BD WALL - Wayfinders,daily,07/07/2024,8372.17,8372.17,1037.7558426568023,1037.7558426568023,7334.414157343198,7334.414157343198,,
BD WALL - Wayfinders,daily,08/07/2024,4477.26,4477.26,1108.6565667559441,1108.6565667559441,3368.6034332440563,3368.6034332440563,,
BD WALL - Wayfinders,weekly,08/07/2024,78689.56,11241.37,16859.027636279432,2408.433437671307,61830.532363720566,8832.936562328694,,
BD WALL - Wayfinders,daily,09/07/2024,6047.89,6047.89,1497.5750712528659,1497.5750712528659,4550.314928747134,4550.314928747134,,
BD WALL - Wayfinders,daily,10/07/2024,7822.98,7822.98,1937.121844297721,1937.121844297721,5885.858155702279,5885.858155702279,,
BD WALL - Wayfinders,daily,11/07/2024,7562.99,7562.99,1872.7432688317267,1872.7432688317267,5690.246731168273,5690.246731168273,,
BD WALL - Wayfinders,daily,12/07/2024,13299.31,13299.31,3293.1675544469144,3293.1675544469144,10006.142445553085,10006.142445553085,,
BD WALL - Wayfinders,daily,13/07/2024,5932.9,5932.9,735.4009341542924,735.4009341542924,5197.499065845707,5197.499065845707,,
BD WALL - Wayfinders,daily,14/07/2024,12558.26,12558.26,1556.6343837503557,1556.6343837503557,11001.625616249645,11001.625616249645,,
BD WALL - Wayfinders,daily,15/07/2024,4211.5,4211.5,1042.849227,1042.849227,3168.650773,3168.650773,,
BD WALL - Wayfinders,weekly,15/07/2024,74208.93,10601.28,15899.064650110204,2271.295868,58309.86534988979,8329.984132,,
BD WALL - Wayfinders,daily,16/07/2024,5762.7,5762.7,1426.9564861644126,1426.9564861644126,4335.743513835587,4335.743513835587,,
BD WALL - Wayfinders,daily,17/07/2024,8540.62,8540.62,2114.8234516572975,2114.8234516572975,6425.796548342703,6425.796548342703,,
BD WALL - Wayfinders,daily,18/07/2024,6643.19,6643.19,1644.9829176119813,1644.9829176119813,4998.2070823880185,4998.2070823880185,,
BD WALL - Wayfinders,daily,19/07/2024,3245.27,3245.27,803.5919059,803.5919059,2441.678094147746,2441.678094147746,,
BD WALL - Wayfinders,daily,20/07/2024,5089.78,5089.78,630.8936551500674,630.8936551500674,4458.886344849932,4458.886344849932,,
BD WALL - Wayfinders,daily,21/07/2024,9417.27,9417.27,1167.2991547444242,1167.2991547444242,8249.970845255577,8249.970845255577,,
BD WALL - Wayfinders,daily,22/07/2024,3761.01,3761.01,931.2991504,931.2991504,2829.710849596679,2829.710849596679,,
BD WALL - Wayfinders,weekly,22/07/2024,80293.54,11470.51,17202.676058611945,2457.526069433094,63090.86394138805,9012.983930566907,,
BD WALL - Wayfinders,daily,23/07/2024,12571.9,12571.9,3113.0467052614886,3113.0467052614886,9458.853294738512,9458.853294738512,,
BD WALL - Wayfinders,daily,24/07/2024,6539.58,6539.58,1619.3270685253563,1619.3270685253563,4920.252931474643,4920.252931474643,,
BD WALL - Wayfinders,daily,25/07/2024,7977.86,7977.86,1975.4731415328963,1975.4731415328963,6002.386858467104,6002.386858467104,,
BD WALL - Wayfinders,daily,26/07/2024,6936.97,6936.97,1717.7285535995186,1717.7285535995186,5219.241446400481,5219.241446400481,,
BD WALL - Wayfinders,daily,27/07/2024,5519.01,5519.01,684.0980143954696,684.0980143954696,4834.911985604531,4834.911985604531,,
BD WALL - Wayfinders,daily,28/07/2024,21555.2,21555.2,2671.832361220079,2671.832361220079,18883.367638779924,18883.367638779924,,
BD WALL - Wayfinders,daily,29/07/2024,4793.73,4793.73,1187.0206875979886,1187.0206875979886,3606.7093124020107,3606.7093124020107,,
BD WALL - Wayfinders,weekly,29/07/2024,94644.85,13520.69,20277.405818275278,2896.7716476184005,74367.44418172473,10623.918352381601,,
BD WALL - Wayfinders,daily,30/07/2024,28282.19,28282.19,7003.219751754263,7003.219751754263,21278.970248245736,21278.970248245736,,
BD WALL - Wayfinders,daily,31/07/2024,8129.25,8129.25,2012.960246959247,2012.960246959247,6116.289753040754,6116.289753040754,,
BD WALL - Wayfinders,daily,01/08/2024,31836.01,31836.01,7883.214632567217,7883.214632567217,23952.79536743278,23952.79536743278,,
BD WALL - Wayfinders,monthly,01/08/2024,393483.76,12693.02,84302.84251515886,2719.445565178501,309180.9174848412,9973.574435,,
BD WALL - Wayfinders,daily,02/08/2024,14675.36,14675.36,3633.9042703589944,3633.9042703589944,11041.455729641006,11041.455729641006,,
BD WALL - Wayfinders,daily,03/08/2024,7227.59,7227.59,895.8816831034103,895.8816831034103,6331.708317,6331.708317,,
BD WALL - Wayfinders,daily,04/08/2024,17095.18,17095.18,2118.9993665047073,2118.9993665047073,14976.180633495294,14976.180633495294,,
BD WALL - Wayfinders,daily,05/08/2024,9018.06,9018.06,2233.0468720599447,2233.0468720599447,6785.013127940055,6785.013127940055,,
BD WALL - Wayfinders,weekly,05/08/2024,96570.71,13795.82,20690.01616917323,2955.717513798991,75880.69383082679,10840.102486201009,,
BD WALL - Wayfinders,daily,06/08/2024,18504.18,18504.18,4581.994494274178,4581.994494274178,13922.185505725824,13922.185505725824,,
BD WALL - Wayfinders,daily,07/08/2024,18036.11,18036.11,4466.091267925595,4466.091267925595,13570.018732074406,13570.018732074406,,
BD WALL - Wayfinders,daily,08/08/2024,13375.39,13375.39,3312.006440640433,3312.006440640433,10063.383559359567,10063.383559359567,,
BD WALL - Wayfinders,daily,09/08/2024,21341.68,21341.68,5284.614625374446,5284.614625374446,16057.065374625554,16057.065374625554,,
BD WALL - Wayfinders,daily,10/08/2024,21039.15,21039.15,2607.866399873971,2607.866399873971,18431.283600126033,18431.283600126033,,
BD WALL - Wayfinders,daily,11/08/2024,16243.45,16243.45,2013.4248519086016,2013.4248519086016,14230.02515,14230.02515,,
BD WALL - Wayfinders,daily,12/08/2024,6457.29,6457.29,1598.9504656748747,1598.9504656748747,4858.339534325125,4858.339534325125,,
BD WALL - Wayfinders,weekly,12/08/2024,87151.85,12450.26,18672.050621491337,2667.434884867375,68479.79937850867,9782.825115132626,,
BD WALL - Wayfinders,daily,13/08/2024,34930.78,34930.78,8649.539814285343,8649.539814285343,26281.240185714658,26281.240185714658,,
BD WALL - Wayfinders,daily,14/08/2024,6221.84,6221.84,1540.6484710078937,1540.6484710078937,4681.191528992106,4681.191528992106,,
BD WALL - Wayfinders,daily,15/08/2024,2489.26,2489.26,616.389141,616.389141,1872.8708590158042,1872.8708590158042,,
BD WALL - Wayfinders,daily,16/08/2024,10187.03,10187.03,2522.506556518899,2522.506556518899,7664.523443481102,7664.523443481102,,
BD WALL - Wayfinders,daily,17/08/2024,3587.25,3587.25,444.65050835931595,444.65050835931595,3142.5994916406844,3142.5994916406844,,
BD WALL - Wayfinders,daily,18/08/2024,21516.2,21516.2,2666.998193,2666.998193,18849.201806966143,18849.201806966143,,
BD WALL - Wayfinders,daily,19/08/2024,12192.9,12192.9,3019.198941495144,3019.198941495144,9173.701058504856,9173.701058504856,,
BD WALL - Wayfinders,weekly,19/08/2024,89120.76,12731.54,19093.88431967629,2727.6983720889666,70026.87568,10003.841627911035,,
BD WALL - Wayfinders,daily,20/08/2024,11223.67,11223.67,2779.198762,2779.198762,8444.471238,8444.471238,,
BD WALL - Wayfinders,daily,21/08/2024,1136.32,1136.32,281.37491008699834,281.37491008699834,854.9450899130015,854.9450899130015,,
BD WALL - Wayfinders,daily,22/08/2024,19176.31,19176.31,4748.426941398909,4748.426941398909,14427.883058601094,14427.883058601094,,
BD WALL - Wayfinders,daily,23/08/2024,8764.43,8764.43,2170.243156165333,2170.243156165333,6594.186843834667,6594.186843834667,,
BD WALL - Wayfinders,daily,24/08/2024,14652.69,14652.69,1816.2453292442583,1816.2453292442583,12836.444670755744,12836.444670755744,,
BD WALL - Wayfinders,daily,25/08/2024,27043.52,27043.52,3352.1262571120856,3352.1262571120856,23691.393742887914,23691.393742887914,,
BD WALL - Wayfinders,daily,26/08/2024,16363.19,16363.19,4051.843771988939,4051.843771988939,12311.346228011062,12311.346228011062,,
BD WALL - Wayfinders,weekly,26/08/2024,77846.85,11120.98,16678.479274090485,2382.640202366246,61168.370725909524,8738.339797633755,,
BD WALL - Wayfinders,daily,27/08/2024,11512.41,11512.41,2850.6963959401055,2850.6963959401055,8661.713604059894,8661.713604059894,,
BD WALL - Wayfinders,daily,28/08/2024,2489.26,2489.26,616.389141,616.389141,1872.8708590158042,1872.8708590158042,,
BD WALL - Wayfinders,daily,29/08/2024,1804.81,1804.81,446.9060224884852,446.9060224884852,1357.9039775115148,1357.9039775115148,,
BD WALL - Wayfinders,daily,30/08/2024,6440.35,6440.35,1594.7557925397775,1594.7557925397775,4845.594207460223,4845.594207460223,,
BD WALL - Wayfinders,daily,31/08/2024,2489.26,2489.26,308.5513204929991,308.5513204929991,2180.7086795070013,2180.7086795070013,,
BD WALL - Wayfinders,daily,01/09/2024,15666.98,15666.98,1941.969648464767,1941.969648464767,13725.010351535233,13725.010351535233,,
BD WALL - Wayfinders,monthly,01/09/2024,369955.72,12331.86,79262.02291,2642.068001736557,290693.6970876892,9689.791998263445,,
BD WALL - Wayfinders,daily,02/09/2024,12571.33,12571.33,3112.9055621866946,3112.9055621866946,9458.424437813304,9458.424437813304,,
BD WALL - Wayfinders,weekly,02/09/2024,82847.73,11835.39,17749.904430435457,2535.700632919351,65097.82556956454,9299.689367,,
BD WALL - Wayfinders,daily,03/09/2024,8388.17,8388.17,2077.073869635716,2077.073869635716,6311.096130364283,6311.096130364283,,
BD WALL - Wayfinders,daily,04/09/2024,2302.26,2302.26,570.0843076746804,570.0843076746804,1732.1756923253197,1732.1756923253197,,
BD WALL - Wayfinders,daily,05/09/2024,17451.21,17451.21,4321.258663632891,4321.258663632891,13129.951336367109,13129.951336367109,,
BD WALL - Wayfinders,daily,06/09/2024,9182.11,9182.11,2273.6688394632924,2273.6688394632924,6908.441160536708,6908.441160536708,,
BD WALL - Wayfinders,daily,07/09/2024,9667.18,9667.18,1198.2762565756532,1198.2762565756532,8468.903743424347,8468.903743424347,,
BD WALL - Wayfinders,daily,08/09/2024,14081.31,14081.31,1745.4210467252406,1745.4210467252406,12335.88895327476,12335.88895327476,,
BD WALL - Wayfinders,daily,09/09/2024,17904.81,17904.81,4433.5788368371495,4433.5788368371495,13471.231163162853,13471.231163162853,,
BD WALL - Wayfinders,weekly,09/09/2024,82496.48,11785.21,17674.650057971776,2524.9497022140768,64821.82994202823,9260.260297785922,,
BD WALL - Wayfinders,daily,10/09/2024,2088.22,2088.22,517.0838449924947,517.0838449924947,1571.136155007505,1571.136155007505,,
BD WALL - Wayfinders,daily,11/09/2024,9072.29,9072.29,2246.4752737197045,2246.4752737197045,6825.814726280297,6825.814726280297,,
BD WALL - Wayfinders,daily,12/09/2024,10372.63,10372.63,2568.4647226271663,2568.4647226271663,7804.165277372833,7804.165277372833,,
BD WALL - Wayfinders,daily,13/09/2024,17343.66,17343.66,4294.627193994183,4294.627193994183,13049.032806005816,13049.032806005816,,
BD WALL - Wayfinders,daily,14/09/2024,1139.26,1139.26,141.2147294315797,141.2147294315797,998.0452705684203,998.0452705684203,,
BD WALL - Wayfinders,daily,15/09/2024,14108.2,14108.2,1748.7541437131233,1748.7541437131233,12359.445856286879,12359.445856286879,,
BD WALL - Wayfinders,daily,16/09/2024,9039.45,9039.45,2238.343451656151,2238.343451656151,6801.106548,6801.106548,,
BD WALL - Wayfinders,weekly,16/09/2024,90031.57,12861.65,19289.022924611938,2755.574091,70742.54707538808,10106.075908619221,,
BD WALL - Wayfinders,daily,17/09/2024,8728.37,8728.37,2161.3139995389097,2161.3139995389097,6567.056000461091,6567.056000461091,,
BD WALL - Wayfinders,daily,18/09/2024,5622.51,5622.51,1392.2427183480438,1392.2427183480438,4230.267281651956,4230.267281651956,,
BD WALL - Wayfinders,daily,19/09/2024,11096.86,11096.86,2747.7981420269016,2747.7981420269016,8349.061858,8349.061858,,
BD WALL - Wayfinders,daily,20/09/2024,27554.31,27554.31,6822.982521436989,6822.982521436989,20731.327478563013,20731.327478563013,,
BD WALL - Wayfinders,daily,21/09/2024,21318.91,21318.91,2642.543499663114,2642.543499663114,18676.366500336888,18676.366500336888,,
BD WALL - Wayfinders,daily,22/09/2024,13219.3,13219.3,1638.5722949764597,1638.5722949764597,11580.72770502354,11580.72770502354,,
BD WALL - Wayfinders,daily,23/09/2024,13455.01,13455.01,3331.721899614249,3331.721899614249,10123.288100385751,10123.288100385751,,
BD WALL - Wayfinders,weekly,23/09/2024,90174.21,12882.03,19319.583162870214,2759.940451838602,70854.62683712979,10122.089548161399,,
BD WALL - Wayfinders,daily,24/09/2024,9802.54,9802.54,2427.2993620848047,2427.2993620848047,7375.240637915196,7375.240637915196,,
BD WALL - Wayfinders,daily,25/09/2024,3748.34,3748.34,928.1618122320292,928.1618122320292,2820.178187767971,2820.178187767971,,
BD WALL - Wayfinders,daily,26/09/2024,16563.6,16563.6,4101.469181847548,4101.469181847548,12462.130818152451,12462.130818152451,,
BD WALL - Wayfinders,daily,27/09/2024,29640.26,29640.26,7339.504270324604,7339.504270324604,22300.755729675395,22300.755729675395,,
BD WALL - Wayfinders,daily,28/09/2024,10981.95,10981.95,1361.2459823755216,1361.2459823755216,9620.704018,9620.704018,,
BD WALL - Wayfinders,daily,29/09/2024,11667.89,11667.89,1446.2703240589808,1446.2703240589808,10221.61967594102,10221.61967594102,,
BD WALL - Wayfinders,daily,30/09/2024,7436.53,7436.53,1841.429316,1841.429316,5595.100684,5595.100684,,
BD WALL - Wayfinders,weekly,30/09/2024,88779.53,12682.79,19020.776705396485,2717.253815056641,69758.75329460352,9965.536184943361,,
BD WALL - Wayfinders,daily,01/10/2024,6961.54,6961.54,1723.812562981416,1723.812562981416,5237.727437018584,5237.727437018584,,
BD WALL - Wayfinders,monthly,01/10/2024,365977.57,11805.73,78409.71492137447,2529.346057297222,287567.85507862555,9276.383942702778,,
BD WALL - Wayfinders,daily,02/10/2024,11115.48,11115.48,2752.408815803496,2752.408815803496,8363.071184196504,8363.071184196504,,
BD WALL - Wayfinders,daily,03/10/2024,8093.01,8093.01,2003.9865188355204,2003.9865188355204,6089.023481,6089.023481,,
BD WALL - Wayfinders,daily,04/10/2024,17226.35,17226.35,4265.578958723919,4265.578958723919,12960.771041276079,12960.771041276079,,
BD WALL - Wayfinders,daily,05/10/2024,30495.55,30495.55,3780.015836698568,3780.015836698568,26715.534163301432,26715.534163301432,,
BD WALL - Wayfinders,daily,06/10/2024,9572.24,9572.24,1186.5081558679708,1186.5081558679708,8385.731844,8385.731844,,
BD WALL - Wayfinders,daily,07/10/2024,20903.27,20903.27,5176.055791303726,5176.055791303726,15727.214208696274,15727.214208696274,,
BD WALL - Wayfinders,weekly,07/10/2024,87864.69,12552.1,18824.77468374617,2689.2538323170584,69039.91531625384,9862.846167682943,,
BD WALL - Wayfinders,daily,08/10/2024,9315.25,9315.25,2306.6368903019497,2306.6368903019497,7008.613109698051,7008.613109698051,,
BD WALL - Wayfinders,daily,09/10/2024,4749.06,4749.06,1175.9595276838922,1175.9595276838922,3573.100472316108,3573.100472316108,,
BD WALL - Wayfinders,daily,10/10/2024,9632.19,9632.19,2385.117392275842,2385.117392275842,7247.072607724159,7247.072607724159,,
BD WALL - Wayfinders,daily,11/10/2024,15658.04,15658.04,3877.234931303351,3877.234931303351,11780.805068696649,11780.805068696649,,
BD WALL - Wayfinders,daily,12/10/2024,11212.17,11212.17,1389.7824490378623,1389.7824490378623,9822.387550962138,9822.387550962138,,
BD WALL - Wayfinders,daily,13/10/2024,14730.27,14730.27,1825.8616053439212,1825.8616053439212,12904.40839465608,12904.40839465608,,
BD WALL - Wayfinders,daily,14/10/2024,4487.94,4487.94,1111.301142262605,1111.301142262605,3376.6388577373946,3376.6388577373946,,
BD WALL - Wayfinders,weekly,14/10/2024,77991.61,11141.66,16709.49371667509,2387.0708370211896,61282.11628332492,8754.589162978811,,
BD WALL - Wayfinders,daily,15/10/2024,6106.73,6106.73,1512.144998482448,1512.144998482448,4594.585001517552,4594.585001517552,,
BD WALL - Wayfinders,daily,16/10/2024,4820.03,4820.03,1193.5330785928563,1193.5330785928563,3626.4969214071434,3626.4969214071434,,
BD WALL - Wayfinders,daily,17/10/2024,7403.2,7403.2,1833.1761601978899,1833.1761601978899,5570.02384,5570.02384,,
BD WALL - Wayfinders,daily,18/10/2024,11042.32,11042.32,2734.2929783440086,2734.2929783440086,8308.027021655991,8308.027021655991,,
BD WALL - Wayfinders,daily,19/10/2024,6832.88,6832.88,846.9561824679637,846.9561824679637,5985.923817532037,5985.923817532037,,
BD WALL - Wayfinders,daily,20/10/2024,12413.78,12413.78,1538.7256499158714,1538.7256499158714,10875.05435008413,10875.05435008413,,
BD WALL - Wayfinders,daily,21/10/2024,4496.85,4496.85,1113.5074313791174,1113.5074313791174,3383.342568620883,3383.342568620883,,
BD WALL - Wayfinders,weekly,21/10/2024,79742.79,11391.83,17084.67934506213,2440.6690900012295,62658.11065493787,8951.16091,,
BD WALL - Wayfinders,daily,22/10/2024,7599.52,7599.52,1881.7888065899974,1881.7888065899974,5717.731193410003,5717.731193410003,,
BD WALL - Wayfinders,daily,23/10/2024,9431.78,9431.78,2335.4919824172325,2335.4919824172325,7096.288017582769,7096.288017582769,,
BD WALL - Wayfinders,daily,24/10/2024,9271.72,9271.72,2295.8580165374406,2295.8580165374406,6975.861983462559,6975.861983462559,,
BD WALL - Wayfinders,daily,25/10/2024,7243.63,7243.63,1793.663527838535,1793.663527838535,5449.966472161465,5449.966472161465,,
BD WALL - Wayfinders,daily,26/10/2024,9911.14,9911.14,1228.515837875908,1228.515837875908,8682.624162124092,8682.624162124092,,
BD WALL - Wayfinders,daily,27/10/2024,10943.06,10943.06,1356.4254490226485,1356.4254490226485,9586.634550977351,9586.634550977351,,
BD WALL - Wayfinders,daily,28/10/2024,5455.95,5455.95,1350.9992261767447,1350.9992261767447,4104.950773823255,4104.950773823255,,
BD WALL - Wayfinders,weekly,28/10/2024,84799.41,12114.2,18168.04664723237,2595.434929251305,66631.36335276763,9518.765070748696,,
BD WALL - Wayfinders,daily,29/10/2024,9116.26,9116.26,2257.363100033177,2257.363100033177,6858.896899966823,6858.896899966823,,
BD WALL - Wayfinders,daily,30/10/2024,4939.54,4939.54,1223.1260766079379,1223.1260766079379,3716.4139233920623,3716.4139233920623,,
BD WALL - Wayfinders,daily,31/10/2024,4542.26,4542.26,1124.7518296710164,1124.7518296710164,3417.508170328984,3417.508170328984,,
BD WALL - Wayfinders,daily,01/11/2024,19802.53,19802.53,4903.491180517009,4903.491180517009,14899.03881948299,14899.03881948299,,
BD WALL - Wayfinders,monthly,01/11/2024,373050.56,12435.02,79925.08409971435,2664.169755653577,293125.47590028564,9770.850244346424,,
BD WALL - Wayfinders,daily,02/11/2024,9156.16,9156.16,1134.9337789725373,1134.9337789725373,8021.226221027463,8021.226221027463,,
BD WALL - Wayfinders,daily,03/11/2024,23136,23136,2867.777312,2867.777312,20268.22268829852,20268.22268829852,,
BD WALL - Wayfinders,daily,04/11/2024,4580.26,4580.26,1134.161367990597,1134.161367990597,3446.0986320094034,3446.0986320094034,,
BD WALL - Wayfinders,weekly,04/11/2024,86060.37,12294.34,18438.203952575583,2634.0294421498315,67622.16604742441,9660.310557850169,,
BD WALL - Wayfinders,daily,05/11/2024,16724.97,16724.97,4141.427529179937,4141.427529179937,12583.542470820064,12583.542470820064,,
BD WALL - Wayfinders,daily,06/11/2024,8372.9,8372.9,2073.2927209478216,2073.2927209478216,6299.6072790521785,6299.6072790521785,,
BD WALL - Wayfinders,daily,07/11/2024,8349.63,8349.63,2067.5306168242255,2067.5306168242255,6282.099383175774,6282.099383175774,,
BD WALL - Wayfinders,daily,08/11/2024,6170.18,6170.18,1527.8564512818534,1527.8564512818534,4642.323548718147,4642.323548718147,,
BD WALL - Wayfinders,daily,09/11/2024,24757.8,24757.8,3068.8043364299315,3068.8043364299315,21688.99566357007,21688.99566357007,,
BD WALL - Wayfinders,daily,10/11/2024,11107.86,11107.86,1376.8529084351833,1376.8529084351833,9731.007091564818,9731.007091564818,,
BD WALL - Wayfinders,daily,11/11/2024,3151.88,3151.88,780.4667273,780.4667273,2371.413272665263,2371.413272665263,,
BD WALL - Wayfinders,weekly,11/11/2024,80594.62,11513.52,17267.18164284359,2466.740846827152,63327.43835715641,9046.779153172849,,
BD WALL - Wayfinders,daily,12/11/2024,19361.07,19361.07,4794.177107186428,4794.177107186428,14566.892892813572,14566.892892813572,,
BD WALL - Wayfinders,daily,13/11/2024,4733.47,4733.47,1172.0991407785696,1172.0991407785696,3561.3708592214307,3561.3708592214307,,
BD WALL - Wayfinders,daily,14/11/2024,5790.99,5790.99,1433.961639823911,1433.961639823911,4357.028360176088,4357.028360176088,,
BD WALL - Wayfinders,daily,15/11/2024,7562.62,7562.62,1872.6516496428255,1872.6516496428255,5689.968350357174,5689.968350357174,,
BD WALL - Wayfinders,daily,16/11/2024,9997.02,9997.02,1239.1609241280225,1239.1609241280225,8757.859075871978,8757.859075871978,,
BD WALL - Wayfinders,daily,17/11/2024,11672.93,11672.93,1446.8950473322768,1446.8950473322768,10226.034952667724,10226.034952667724,,
BD WALL - Wayfinders,daily,18/11/2024,9092.92,9092.92,2251.5836625495185,2251.5836625495185,6841.336337450482,6841.336337450482,,
BD WALL - Wayfinders,weekly,18/11/2024,86774.74,12396.39,18591.25581323574,2655.893382,68183.48418676427,9740.496618462501,,
BD WALL - Wayfinders,daily,19/11/2024,9106.76,9106.76,2255.010715453282,2255.010715453282,6851.749284546719,6851.749284546719,,
BD WALL - Wayfinders,daily,20/11/2024,6093.02,6093.02,1508.7501361045154,1508.7501361045154,4584.269863895485,4584.269863895485,,
BD WALL - Wayfinders,daily,21/11/2024,6368.55,6368.55,1576.9767175043592,1576.9767175043592,4791.573282495641,4791.573282495641,,
BD WALL - Wayfinders,daily,22/11/2024,10698.01,10698.01,2649.0351325857237,2649.0351325857237,8048.974867414277,8048.974867414277,,
BD WALL - Wayfinders,daily,23/11/2024,32842.08,32842.08,4070.8753411603107,4070.8753411603107,28771.20465883969,28771.20465883969,,
BD WALL - Wayfinders,daily,24/11/2024,9241.77,9241.77,1145.5453979064396,1145.5453979064396,8096.224602093561,8096.224602093561,,
BD WALL - Wayfinders,daily,25/11/2024,7937,7937,1965.3554116450525,1965.3554116450525,5971.644588354948,5971.644588354948,,
BD WALL - Wayfinders,weekly,25/11/2024,90024.65,12860.66,19287.540333131652,2755.3619865302776,70737.10966686835,10105.298013469723,,
BD WALL - Wayfinders,daily,26/11/2024,24403.35,24403.35,6042.743603977357,6042.743603977357,18360.606396022642,18360.606396022642,,
BD WALL - Wayfinders,daily,27/11/2024,10596.16,10596.16,2623.8150936949523,2623.8150936949523,7972.3449063050475,7972.3449063050475,,
BD WALL - Wayfinders,daily,28/11/2024,8203.45,8203.45,2031.3336086253757,2031.3336086253757,6172.116391374625,6172.116391374625,,
BD WALL - Wayfinders,daily,29/11/2024,11096.38,11096.38,2747.679284700759,2747.679284700759,8348.700715299241,8348.700715299241,,
BD WALL - Wayfinders,daily,30/11/2024,18088.8,18088.8,2242.161577,2242.161577,15846.63842341348,15846.63842341348,,
BD WALL - Wayfinders,daily,01/12/2024,12241.48,12241.48,1517.3685427752175,1517.3685427752175,10724.111457224782,10724.111457224782,,
BD WALL - Wayfinders,monthly,01/12/2024,384963.08,12418.16,82477.30962871379,2660.5575457753202,302485.77037128626,9757.602454,,
BD WALL - Wayfinders,daily,02/12/2024,6303.76,6303.76,1560.933454669474,1560.933454669474,4742.826545330526,4742.826545330526,,
BD WALL - Wayfinders,weekly,02/12/2024,90643.08,12949.01,19420.037305552192,2774.290737582708,71223.04269444781,10174.719262417293,,
BD WALL - Wayfinders,daily,03/12/2024,13887.44,13887.44,3438.799969496783,3438.799969496783,10448.640030503217,10448.640030503217,,
BD WALL - Wayfinders,daily,04/12/2024,4569.76,4569.76,1131.561363981239,1131.561363981239,3438.198636018761,3438.198636018761,,
BD WALL - Wayfinders,daily,05/12/2024,8921.11,8921.11,2209.040168373541,2209.040168373541,6712.069832,6712.069832,,
BD WALL - Wayfinders,daily,06/12/2024,21650.5,21650.5,5361.0844575811025,5361.0844575811025,16289.415542418898,16289.415542418898,,
BD WALL - Wayfinders,daily,07/12/2024,29278.61,29278.61,3629.1724358642837,3629.1724358642837,25649.43756413572,25649.43756413572,,
BD WALL - Wayfinders,daily,08/12/2024,9910.19,9910.19,1228.3980824970129,1228.3980824970129,8681.791917502987,8681.791917502987,,
BD WALL - Wayfinders,daily,09/12/2024,8185.11,8185.11,2026.7922682890305,2026.7922682890305,6158.317731710969,6158.317731710969,,
BD WALL - Wayfinders,weekly,09/12/2024,94444.14,13492.02,20234.404237927418,2890.6291768467745,74209.73576207258,10601.390823153228,,
BD WALL - Wayfinders,daily,10/12/2024,9543.18,9543.18,2363.0767868593716,2363.0767868593716,7180.103213140629,7180.103213140629,,
BD WALL - Wayfinders,daily,11/12/2024,16899.03,16899.03,4184.528167072204,4184.528167072204,12714.501832927794,12714.501832927794,,
BD WALL - Wayfinders,daily,12/12/2024,15615.37,15615.37,3866.66901,3866.66901,11748.70098975182,11748.70098975182,,
BD WALL - Wayfinders,daily,13/12/2024,14826.64,14826.64,3671.3641376481037,3671.3641376481037,11155.275862351897,11155.275862351897,,
BD WALL - Wayfinders,daily,14/12/2024,12464.29,12464.29,1544.9865174821769,1544.9865174821769,10919.303482517824,10919.303482517824,,
BD WALL - Wayfinders,daily,15/12/2024,27891.58,27891.58,3457.2458640865652,3457.2458640865652,24434.33413591344,24434.33413591344,,
BD WALL - Wayfinders,daily,16/12/2024,8981.17,8981.17,2223.9121913070676,2223.9121913070676,6757.2578086929325,6757.2578086929325,,
BD WALL - Wayfinders,weekly,16/12/2024,79482.49,11354.64,17028.910766692607,2432.701232031338,62453.579233307406,8921.938767968662,,
BD WALL - Wayfinders,daily,17/12/2024,6561.14,6561.14,1624.665743424571,1624.665743424571,4936.4742565754295,4936.4742565754295,,
BD WALL - Wayfinders,daily,18/12/2024,4243.8,4243.8,1050.8473347535937,1050.8473347535937,3192.9526652464065,3192.9526652464065,,
BD WALL - Wayfinders,daily,19/12/2024,7206.32,7206.32,1784.4248469252832,1784.4248469252832,5421.895153074716,5421.895153074716,,
BD WALL - Wayfinders,daily,20/12/2024,6725.07,6725.07,1665.257996496383,1665.257996496383,5059.812003503616,5059.812003503616,,
