area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
BD Walls : Serving the district,daily,03/06/2019,11042.52,11042.52,10492.64265,10492.64265,549.8773539,549.8773539,
BD Walls : Serving the district,daily,04/06/2019,12024.07,12024.07,11425.31502,11425.31502,598.7549757,598.7549757,
BD Walls : Serving the district,daily,05/06/2019,13197.15,13197.15,13197.15,13197.15,0,0,
BD Walls : Serving the district,daily,06/06/2019,5551.96,5551.96,5275.492575,5275.492575,276.4674253,276.4674253,
BD Walls : Serving the district,daily,07/06/2019,8718.06,8718.06,8283.932304,8283.932304,434.1276958,434.1276958,
BD Walls : Serving the district,daily,08/06/2019,3552.66,3552.66,3375.750447,3375.750447,176.9095532,176.9095532,
BD Walls : Serving the district,daily,10/06/2019,10609.48,10609.48,10081.16646,10081.16646,528.3135361,528.3135361,
BD Walls : Serving the district,daily,10/06/2019,9620.33,9620.33,9141.272538,9141.272538,479.0574618,479.0574618,
BD Walls : Serving the district,daily,11/06/2019,10697.69,10697.69,10697.69,10697.69,0,0,
BD Walls : Serving the district,daily,12/06/2019,3757.52,3757.52,3757.52,3757.52,0,0,
BD Walls : Serving the district,daily,13/06/2019,5551.96,5551.96,5275.492575,5275.492575,276.4674253,276.4674253,
BD Walls : Serving the district,daily,14/06/2019,12882.94,12882.94,12241.41642,12241.41642,641.5235795,641.5235795,
BD Walls : Serving the district,daily,15/06/2019,3552.66,3552.66,3375.750447,3375.750447,176.9095532,176.9095532,
BD Walls : Serving the district,daily,17/06/2019,14623.87,14623.87,13895.65444,13895.65444,728.2155648,728.2155648,
BD Walls : Serving the district,daily,17/06/2019,10130.47,10130.47,9626.009421,9626.009421,504.4605794,504.4605794,
BD Walls : Serving the district,daily,18/06/2019,16396.46,16396.46,16396.46,16396.46,0,0,
BD Walls : Serving the district,daily,19/06/2019,3757.52,3757.52,3757.52,3757.52,0,0,
BD Walls : Serving the district,daily,20/06/2019,3438.35,3438.35,3267.132669,3267.132669,171.2173308,171.2173308,
BD Walls : Serving the district,daily,21/06/2019,11512.41,11512.41,10939.13383,10939.13383,573.2761677,573.2761677,
BD Walls : Serving the district,daily,22/06/2019,1439.05,1439.05,1367.390541,1367.390541,71.65945872,71.65945872,
BD Walls : Serving the district,daily,24/06/2019,10020.06,10020.06,9521.097437,9521.097437,498.9625627,498.9625627,
BD Walls : Serving the district,daily,24/06/2019,13873.93,13873.93,13183.05872,13183.05872,690.871279,690.871279,
BD Walls : Serving the district,daily,25/06/2019,16891.87,16891.87,16891.87,16891.87,0,0,
BD Walls : Serving the district,daily,26/06/2019,3757.52,3757.52,3757.52,3757.52,0,0,
BD Walls : Serving the district,daily,27/06/2019,12882.94,12882.94,12241.41642,12241.41642,641.5235795,641.5235795,
BD Walls : Serving the district,daily,28/06/2019,12882.94,12882.94,12241.41642,12241.41642,641.5235795,641.5235795,
BD Walls : Serving the district,daily,29/06/2019,1439.05,1439.05,1367.390541,1367.390541,71.65945872,71.65945872,
BD Walls : Serving the district,daily,01/07/2019,15030.09,15030.09,14281.64616,14281.64616,748.4438441,748.4438441,
BD Walls : Serving the district,daily,01/07/2019,14623.87,14623.87,13895.65444,13895.65444,728.2155648,728.2155648,
BD Walls : Serving the district,daily,01/07/2019,20040.12,20040.12,20040.12,20040.12,0,0,
BD Walls : Serving the district,daily,02/07/2019,5177.52,5177.52,5177.52,5177.52,0,0,
BD Walls : Serving the district,daily,03/07/2019,14623.87,14623.87,13895.65444,13895.65444,728.2155648,728.2155648,
BD Walls : Serving the district,daily,04/07/2019,13873.93,13873.93,13183.05872,13183.05872,690.871279,690.871279,
BD Walls : Serving the district,daily,05/07/2019,1572.92,1572.92,1494.594302,1494.594302,78.32569807,78.32569807,
BD Walls : Serving the district,daily,06/07/2019,9268.56,9268.56,8807.019405,8807.019405,461.5405946,461.5405946,
BD Walls : Serving the district,daily,07/07/2019,10270.28,10270.28,9758.857391,9758.857391,511.4226091,511.4226091,
BD Walls : Serving the district,daily,08/07/2019,28478.07,28478.07,28478.07,28478.07,0,0,
BD Walls : Serving the district,daily,08/07/2019,30060.19,30060.19,30060.19,30060.19,0,0,
BD Walls : Serving the district,daily,09/07/2019,4941.36,4941.36,4695.298235,4695.298235,246.061765,246.061765,
BD Walls : Serving the district,daily,10/07/2019,14623.87,14623.87,13895.65444,13895.65444,728.2155648,728.2155648,
BD Walls : Serving the district,daily,11/07/2019,1572.92,1572.92,1494.594302,1494.594302,78.32569807,78.32569807,
BD Walls : Serving the district,daily,12/07/2019,12024.07,12024.07,11425.31502,11425.31502,598.7549757,598.7549757,
BD Walls : Serving the district,daily,13/07/2019,10183.57,10183.57,9676.465234,9676.465234,507.1047663,507.1047663,
